zip,city,region,district
18921,Ninh Binh,East,District #04
18922,Ninh Binh,East,District #04
18923,Bac Giang,East,District #04
18924,Hanoi,East,District #04
18925,Bac Giang,East,District #04
18926,Ha Long,East,District #04
18927,Hai Phong,East,District #04
18928,Hai Phong,East,District #04
18929,Viet Tri,East,District #04
18930,Cam Pha,East,District #04
18931,Cam Pha,East,District #04
18932,Phu Ly,East,District #04
18933,Cam Pha,East,District #04
18934,Uong Bi,East,District #04
18935,Hai Phong,East,District #04
18936,Ninh Binh,East,District #04
18938,Bac Giang,East,District #04
18940,Ha Long,East,District #04
18942,Ninh Binh,East,District #04
18943,Phu Ly,East,District #04
18944,Hanoi,East,District #04
18946,Ha Long,East,District #04
18947,Hanoi,East,District #04
18949,Nam Dinh,East,District #04
18950,Hai Phong,East,District #04
18951,Viet Tri,East,District #04
18953,Cam Pha,East,District #04
18954,Son Tay,East,District #04
18955,Phu Ly,East,District #04
18956,Uong Bi,East,District #04
18957,Cam Pha,East,District #04
18958,Hanoi,East,District #04
18960,Hanoi,East,District #04
18962,Uong Bi,East,District #04
18963,Hanoi,East,District #04
18964,Hanoi,East,District #04
18966,Nam Dinh,East,District #04
18968,Lao Cai,East,District #04
18969,Bac Giang,East,District #04
18970,Viet Tri,East,District #04
18971,Bac Ninh,East,District #04
18972,Ha Long,East,District #04
18974,Bac Ninh,East,District #04
18976,Hai Phong,East,District #04
18977,Phu Ly,East,District #04
18979,Ha Long,East,District #04
18980,Bac Ninh,East,District #04
18981,Son Tay,East,District #04
18991,Uong Bi,East,District #04
19001,Bac Giang,East,District #04
19002,Cam Pha,East,District #04
19003,Phu Ly,East,District #04
19004,Nam Dinh,East,District #04
19006,Uong Bi,East,District #04
19007,Lao Cai,East,District #04
19008,Uong Bi,East,District #04
19009,Bac Giang,East,District #04
19010,Ha Long,East,District #04
19012,Nam Dinh,East,District #04
19013,Son Tay,East,District #04
19014,Cam Pha,East,District #04
19015,Thai Nguyen,East,District #04
19016,Bac Ninh,East,District #04
19017,Uong Bi,East,District #04
19018,Cam Pha,East,District #04
19020,Viet Tri,East,District #04
19021,Nam Dinh,East,District #04
19022,Viet Tri,East,District #04
19023,Bac Giang,East,District #04
19025,Son Tay,East,District #04
19026,Ha Long,East,District #04
19027,Ha Long,East,District #04
19028,Bac Giang,East,District #04
19029,Cam Pha,East,District #04
19030,Viet Tri,East,District #04
19031,Bac Ninh,East,District #04
19032,Lao Cai,East,District #04
19033,Bac Giang,East,District #04
19034,Hai Phong,East,District #04
19035,Hai Phong,East,District #04
19036,Son Tay,East,District #04
19037,Hai Phong,East,District #04
19038,Son Tay,East,District #04
19039,Nam Dinh,East,District #04
19040,Hai Phong,East,District #04
19041,Thai Nguyen,East,District #04
19043,Uong Bi,East,District #04
19044,Bac Ninh,East,District #04
19046,Phu Ly,East,District #04
19047,Uong Bi,East,District #04
19048,Bac Ninh,East,District #04
19049,Uong Bi,East,District #04
19050,Son Tay,East,District #04
19052,Bac Ninh,East,District #04
19053,Ha Long,East,District #04
19054,Bac Ninh,East,District #04
19055,Ninh Binh,East,District #04
19056,Nam Dinh,East,District #04
19057,Son Tay,East,District #04
19058,Uong Bi,East,District #04
19060,Uong Bi,East,District #04
19061,Thai Nguyen,East,District #04
19063,Lao Cai,East,District #04
19064,Hanoi,East,District #04
19065,Thai Nguyen,East,District #04
19066,Bac Ninh,East,District #04
19067,Bac Giang,East,District #04
19070,Bac Giang,East,District #04
19072,Ha Long,East,District #04
19073,Nam Dinh,East,District #04
19074,Hai Phong,East,District #04
19075,Uong Bi,East,District #04
19076,Thai Nguyen,East,District #04
19078,Cam Pha,East,District #04
19079,Uong Bi,East,District #04
19080,Viet Tri,East,District #04
19081,Cam Pha,East,District #04
19082,Viet Tri,East,District #04
19083,Uong Bi,East,District #04
19085,Viet Tri,East,District #04
19086,Uong Bi,East,District #04
19087,Thai Nguyen,East,District #04
19088,Nam Dinh,East,District #04
19089,Ninh Binh,East,District #04
19090,Thai Nguyen,East,District #04
19091,Cam Pha,East,District #04
19094,Ha Long,East,District #04
19095,Bac Giang,East,District #04
19096,Cam Pha,East,District #04
19098,Uong Bi,East,District #04
19301,Cam Pha,East,District #04
19311,Bac Ninh,East,District #04
19312,Son Tay,East,District #04
19316,Cam Pha,East,District #04
19317,Ninh Binh,East,District #04
19318,Phu Ly,East,District #04
19319,Cam Pha,East,District #04
19320,Lao Cai,East,District #04
19331,Hai Phong,East,District #04
19333,Lao Cai,East,District #04
19335,Ninh Binh,East,District #04
19339,Cam Pha,East,District #04
19340,Phu Ly,East,District #04
19341,Cam Pha,East,District #04
19342,Nam Dinh,East,District #04
19343,Ninh Binh,East,District #04
19344,Nam Dinh,East,District #04
19345,Thai Nguyen,East,District #04
19346,Cam Pha,East,District #04
19347,Ninh Binh,East,District #04
19348,Bac Ninh,East,District #04
19350,Bac Giang,East,District #04
19351,Hanoi,East,District #04
19352,Hai Phong,East,District #04
19353,Hanoi,East,District #04
19354,Hai Phong,East,District #04
19355,Lao Cai,East,District #04
19357,Ninh Binh,East,District #04
19358,Ninh Binh,East,District #04
19360,Hanoi,East,District #04
19366,Hai Phong,East,District #04
19371,Nam Dinh,East,District #04
19372,Cam Pha,East,District #04
19373,Thai Nguyen,East,District #04
19374,Bac Giang,East,District #04
19375,Ha Long,East,District #04
19376,Phu Ly,East,District #04
19380,Thai Nguyen,East,District #04
19381,Hanoi,East,District #04
19382,Phu Ly,East,District #04
19383,Lao Cai,East,District #04
19388,Hanoi,East,District #04
19390,Bac Giang,East,District #04
19395,Ninh Binh,East,District #04
19397,Viet Tri,East,District #04
19398,Ninh Binh,East,District #04
19399,Bac Ninh,East,District #04
19401,Bac Ninh,East,District #04
19403,Viet Tri,East,District #04
19404,Ha Long,East,District #04
19405,Nam Dinh,East,District #04
19406,Uong Bi,East,District #04
19407,Viet Tri,East,District #04
19408,Hai Phong,East,District #04
19409,Cam Pha,East,District #04
19415,Bac Ninh,East,District #04
19420,Cam Pha,East,District #04
19421,Son Tay,East,District #04
19422,Hai Phong,East,District #04
19423,Son Tay,East,District #04
19424,Bac Giang,East,District #04
19425,Phu Ly,East,District #04
19426,Bac Ninh,East,District #04
19428,Thai Nguyen,East,District #04
19429,Phu Ly,East,District #04
19430,Viet Tri,East,District #04
19432,Ha Long,East,District #04
19435,Viet Tri,East,District #04
19436,Phu Ly,East,District #04
19437,Bac Ninh,East,District #04
19438,Lao Cai,East,District #04
19440,Uong Bi,East,District #04
19441,Thai Nguyen,East,District #04
19442,Hanoi,East,District #04
19443,Viet Tri,East,District #04
19444,Ha Long,East,District #04
19446,Phu Ly,East,District #04
19450,Cam Pha,East,District #04
19451,Bac Giang,East,District #04
19453,Ha Long,East,District #04
19454,Viet Tri,East,District #04
19455,Ha Long,East,District #04
19456,Bac Ninh,East,District #04
19457,Ninh Binh,East,District #04
19460,Lao Cai,East,District #04
19462,Son Tay,East,District #04
19464,Son Tay,East,District #04
19465,Cam Pha,East,District #04
19468,Ha Long,East,District #04
19470,Ninh Binh,East,District #04
19472,Ninh Binh,East,District #04
19473,Son Tay,East,District #04
19474,Viet Tri,East,District #04
19475,Hai Phong,East,District #04
19477,Cam Pha,East,District #04
19478,Bac Giang,East,District #04
19480,Ninh Binh,East,District #04
19481,Bac Ninh,East,District #04
19482,Thai Nguyen,East,District #04
19484,Hai Phong,East,District #04
19485,Ninh Binh,East,District #04
19486,Phu Ly,East,District #04
19490,Hanoi,East,District #04
19492,Bac Giang,East,District #04
19493,Bac Giang,East,District #04
19494,Bac Giang,East,District #04
19495,Lao Cai,East,District #04
19496,Ha Long,East,District #04
19503,Thai Nguyen,East,District #04
19504,Ha Long,East,District #04
19505,Nam Dinh,East,District #04
19520,Lao Cai,East,District #04
19525,Son Tay,East,District #04
19543,Hanoi,East,District #04
19019,Uong Bi,East,District #04
19092,Nam Dinh,East,District #04
19093,Ha Long,East,District #04
19099,Thai Nguyen,East,District #04
19101,Ha Long,East,District #04
19102,Bac Giang,East,District #04
19103,Son Tay,East,District #04
19104,Uong Bi,East,District #04
19105,Phu Ly,East,District #04
19106,Bac Giang,East,District #04
19107,Hanoi,East,District #04
19108,Hai Phong,East,District #04
19109,Nam Dinh,East,District #04
19110,Nam Dinh,East,District #04
19111,Ninh Binh,East,District #04
19112,Ninh Binh,East,District #04
19113,Ninh Binh,East,District #04
19114,Uong Bi,East,District #04
19115,Cam Pha,East,District #04
19116,Viet Tri,East,District #04
19118,Bac Ninh,East,District #04
19119,Viet Tri,East,District #04
19120,Ninh Binh,East,District #04
19121,Phu Ly,East,District #04
19122,Uong Bi,East,District #04
19123,Hanoi,East,District #04
19124,Phu Ly,East,District #04
19125,Bac Ninh,East,District #04
19126,Phu Ly,East,District #04
19127,Cam Pha,East,District #04
19128,Lao Cai,East,District #04
19129,Thai Nguyen,East,District #04
19130,Son Tay,East,District #04
19131,Ninh Binh,East,District #04
19132,Thai Nguyen,East,District #04
19133,Bac Giang,East,District #04
19134,Cam Pha,East,District #04
19135,Phu Ly,East,District #04
19136,Viet Tri,East,District #04
19137,Ninh Binh,East,District #04
19138,Bac Ninh,East,District #04
19139,Cam Pha,East,District #04
19140,Bac Giang,East,District #04
19141,Lao Cai,East,District #04
19142,Thai Nguyen,East,District #04
19143,Uong Bi,East,District #04
19144,Hai Phong,East,District #04
19145,Ninh Binh,East,District #04
19146,Bac Ninh,East,District #04
19147,Thai Nguyen,East,District #04
19148,Uong Bi,East,District #04
19149,Bac Giang,East,District #04
19150,Ninh Binh,East,District #04
19151,Cam Pha,East,District #04
19152,Cam Pha,East,District #04
19153,Hai Phong,East,District #04
19154,Hanoi,East,District #04
19155,Bac Ninh,East,District #04
19160,Son Tay,East,District #04
19161,Lao Cai,East,District #04
19162,Uong Bi,East,District #04
19170,Uong Bi,East,District #04
19171,Bac Ninh,East,District #04
19172,Ha Long,East,District #04
19173,Hanoi,East,District #04
19175,Thai Nguyen,East,District #04
19176,Thai Nguyen,East,District #04
19177,Ha Long,East,District #04
19178,Nam Dinh,East,District #04
19179,Hanoi,East,District #04
19181,Uong Bi,East,District #04
19182,Lao Cai,East,District #04
19183,Viet Tri,East,District #04
19184,Bac Giang,East,District #04
19185,Bac Ninh,East,District #04
19187,Thai Nguyen,East,District #04
19188,Hai Phong,East,District #04
19190,Uong Bi,East,District #04
19191,Cam Pha,East,District #04
19192,Hanoi,East,District #04
19193,Bac Ninh,East,District #04
19194,Nam Dinh,East,District #04
19195,Ha Long,East,District #04
19196,Viet Tri,East,District #04
19197,Cam Pha,East,District #04
19244,Uong Bi,East,District #04
19255,Viet Tri,East,District #04
16312,Son Tay,East,District #06
16313,Ninh Binh,East,District #06
16321,Uong Bi,East,District #06
16329,Lao Cai,East,District #06
16333,Bac Giang,East,District #06
16340,Son Tay,East,District #06
16345,Phu Ly,East,District #06
16347,Viet Tri,East,District #06
16350,Lao Cai,East,District #06
16351,Cam Pha,East,District #06
16352,Phu Ly,East,District #06
16365,Nam Dinh,East,District #06
16366,Son Tay,East,District #06
16367,Uong Bi,East,District #06
16368,Phu Ly,East,District #06
16369,Bac Giang,East,District #06
16371,Lao Cai,East,District #06
16401,Hai Phong,East,District #06
16402,Hai Phong,East,District #06
16405,Cam Pha,East,District #06
16407,Phu Ly,East,District #06
16410,Ninh Binh,East,District #06
16411,Bac Giang,East,District #06
16412,Viet Tri,East,District #06
16413,Cam Pha,East,District #06
16415,Son Tay,East,District #06
16416,Viet Tri,East,District #06
16417,Bac Ninh,East,District #06
16420,Son Tay,East,District #06
16421,Hai Phong,East,District #06
16423,Son Tay,East,District #06
16426,Ha Long,East,District #06
16427,Thai Nguyen,East,District #06
16428,Ninh Binh,East,District #06
16430,Phu Ly,East,District #06
16438,Son Tay,East,District #06
16441,Phu Ly,East,District #06
16442,Uong Bi,East,District #06
16443,Thai Nguyen,East,District #06
16444,Hanoi,East,District #06
16475,Hai Phong,East,District #06
16501,Thai Nguyen,East,District #06
16502,Hanoi,East,District #06
16503,Cam Pha,East,District #06
16504,Phu Ly,East,District #06
16505,Son Tay,East,District #06
16506,Bac Giang,East,District #06
16507,Lao Cai,East,District #06
16508,Son Tay,East,District #06
16509,Lao Cai,East,District #06
16510,Bac Giang,East,District #06
16511,Thai Nguyen,East,District #06
16512,Son Tay,East,District #06
16514,Nam Dinh,East,District #06
16515,Bac Ninh,East,District #06
16522,Hai Phong,East,District #06
16530,Ninh Binh,East,District #06
16531,Viet Tri,East,District #06
16534,Hai Phong,East,District #06
16538,Nam Dinh,East,District #06
16541,Cam Pha,East,District #06
16544,Cam Pha,East,District #06
16546,Ninh Binh,East,District #06
16550,Nam Dinh,East,District #06
16553,Lao Cai,East,District #06
16563,Bac Giang,East,District #06
16565,Ninh Binh,East,District #06
16677,Nam Dinh,East,District #06
16701,Hanoi,East,District #06
16720,Hanoi,East,District #06
16724,Bac Ninh,East,District #06
16725,Son Tay,East,District #06
16726,Hanoi,East,District #06
16727,Bac Ninh,East,District #06
16729,Hai Phong,East,District #06
16730,Son Tay,East,District #06
16731,Viet Tri,East,District #06
16732,Phu Ly,East,District #06
16733,Viet Tri,East,District #06
16738,Viet Tri,East,District #06
16740,Phu Ly,East,District #06
16743,Hanoi,East,District #06
16744,Lao Cai,East,District #06
16745,Phu Ly,East,District #06
16746,Phu Ly,East,District #06
16748,Bac Ninh,East,District #06
16749,Ninh Binh,East,District #06
16750,Bac Ninh,East,District #06
16801,Hanoi,East,District #06
16802,Lao Cai,East,District #06
16803,Nam Dinh,East,District #06
16804,Hai Phong,East,District #06
16805,Uong Bi,East,District #06
16820,Nam Dinh,East,District #06
16822,Lao Cai,East,District #06
16823,Bac Giang,East,District #06
16826,Hanoi,East,District #06
16827,Son Tay,East,District #06
16828,Cam Pha,East,District #06
16829,Nam Dinh,East,District #06
16832,Viet Tri,East,District #06
16835,Cam Pha,East,District #06
16841,Hanoi,East,District #06
16844,Phu Ly,East,District #06
16848,Bac Ninh,East,District #06
16851,Viet Tri,East,District #06
16852,Lao Cai,East,District #06
16853,Uong Bi,East,District #06
16854,Viet Tri,East,District #06
16856,Nam Dinh,East,District #06
16859,Nam Dinh,East,District #06
16864,Bac Ninh,East,District #06
16865,Ninh Binh,East,District #06
16866,Cam Pha,East,District #06
16868,Thai Nguyen,East,District #06
16870,Phu Ly,East,District #06
16872,Ninh Binh,East,District #06
16874,Lao Cai,East,District #06
16875,Thai Nguyen,East,District #06
16882,Viet Tri,East,District #06
16901,Uong Bi,East,District #06
16910,Bac Giang,East,District #06
16911,Bac Ninh,East,District #06
16912,Hai Phong,East,District #06
16914,Nam Dinh,East,District #06
16915,Cam Pha,East,District #06
16917,Lao Cai,East,District #06
16920,Lao Cai,East,District #06
16921,Ha Long,East,District #06
16922,Viet Tri,East,District #06
16923,Hai Phong,East,District #06
16925,Viet Tri,East,District #06
16926,Thai Nguyen,East,District #06
16927,Bac Giang,East,District #06
16928,Phu Ly,East,District #06
16929,Bac Ninh,East,District #06
16930,Ninh Binh,East,District #06
16932,Cam Pha,East,District #06
16933,Son Tay,East,District #06
16935,Uong Bi,East,District #06
16936,Thai Nguyen,East,District #06
16937,Phu Ly,East,District #06
16938,Bac Ninh,East,District #06
16939,Cam Pha,East,District #06
16940,Hai Phong,East,District #06
16941,Hai Phong,East,District #06
16942,Uong Bi,East,District #06
16943,Ha Long,East,District #06
16945,Son Tay,East,District #06
16946,Ninh Binh,East,District #06
16947,Viet Tri,East,District #06
16948,Phu Ly,East,District #06
16950,Uong Bi,East,District #06
17002,Hanoi,East,District #06
17004,Bac Ninh,East,District #06
17009,Bac Giang,East,District #06
17017,Lao Cai,East,District #06
17029,Nam Dinh,East,District #06
17044,Bac Giang,East,District #06
17049,Thai Nguyen,East,District #06
17051,Hai Phong,East,District #06
17054,Hai Phong,East,District #06
17056,Bac Ninh,East,District #06
17058,Hai Phong,East,District #06
17059,Hanoi,East,District #06
17063,Thai Nguyen,East,District #06
17076,Ha Long,East,District #06
17084,Cam Pha,East,District #06
17086,Hanoi,East,District #06
17099,Thai Nguyen,East,District #06
17701,Bac Giang,East,District #06
17702,Son Tay,East,District #06
17703,Uong Bi,East,District #06
17705,Lao Cai,East,District #06
17720,Thai Nguyen,East,District #06
17721,Bac Giang,East,District #06
17723,Bac Ninh,East,District #06
